Symbol,Company Name,Industry,Market Cap
ASC,Ardmore Shipping Corporation,Marine Shipping,547579656
ASCA,A SPAC I Acquisition Corp.,Shell Companies,58717011
ASCB,A SPAC II Acquisition Corporation,Shell Companies,80260400
ASGN,ASGN Incorporated,Information Technology Services,3939276000
ASH,Ashland Inc.,Specialty Chemicals,3862546580
ASIX,AdvanSix Inc.,Chemicals,761150407
ASLE,AerSale Corporation,Airports & Air Services,780197760
ASLN,ASLAN Pharmaceuticals Limited,Biotechnology,19006650
ASM,Avino Silver & Gold Mines Ltd.,Other Precious Metals & Mining,58628640
ASMB,"Assembly Biosciences, Inc.",Biotechnology,45792798
ASML,ASML Holding N.V.,Semiconductor Equipment & Materials,231665392000
ASND,Ascendis Pharma A/S,Biotechnology,4941893160
ASNS,"Actelis Networks, Inc.",Communication Equipment,2978602
ASO,"Academy Sports and Outdoors, Inc.",Specialty Retail,3275059112
ASPA,"Abri SPAC I, Inc.",Shell Companies,64979800
ASPI,ASP Isotopes Inc.,Chemicals,40376556
ASPN,"Aspen Aerogels, Inc.",Building Products & Equipment,527959648
ASPS,Altisource Portfolio Solutions S.A.,Real Estate Services,98417064
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Airports & Air Services,6504000000
ASRT,"Assertio Holdings, Inc.",Drug Manufacturers - Specialty & Generic,195527438
ASRV,"AmeriServ Financial, Inc.",Banks - Regional,44582980
ASST,Asset Entities Inc.,Internet Content & Information,4951208
ASTC,Astrotech Corporation,Aerospace & Defense,15140610
ASTE,"Astec Industries, Inc.",Farm & Heavy Construction Machinery,914011320
ASTI,"Ascent Solar Technologies, Inc.",Solar,1414918
ASTL,Algoma Steel Group Inc.,Steel,738689390
ASTR,"Astra Space, Inc.",Aerospace & Defense,16094268
ASTS,"AST SpaceMobile, Inc.",Telecom Services,705266984
ASUR,"Asure Software, Inc.",Software - Application,205944960
ASX,"ASE Technology Holding Co., Ltd.",Semiconductors,15850716447
ASXC,"Asensus Surgical, Inc.",Medical Devices,55413752
ASYS,"Amtech Systems, Inc.",Semiconductor Equipment & Materials,102713650
ATAI,Atai Life Sciences N.V.,Biotechnology,197551900
ATAK,Aurora Technology Acquisition Corp.,Shell Companies,116730285
ATAT,Atour Lifestyle Holdings Limited,Lodging,2543708600
ATEC,"Alphatec Holdings, Inc.",Medical Devices,1196762972
ATEK,Athena Technology Acquisition Corp. II,Shell Companies,129715740
ATEN,"A10 Networks, Inc.",Software - Infrastructure,800393357
ATER,"Aterian, Inc.","Furnishings, Fixtures & Appliances",23540477
ATEX,Anterix Inc.,Telecom Services,566273256
ATGE,Adtalem Global Education Inc.,Education & Training Services,2045990045
ATHA,"Athira Pharma, Inc.",Biotechnology,55179170
ATHE,Alterity Therapeutics Limited,Biotechnology,10168348
ATHM,Autohome Inc.,Internet Content & Information,3309742920
ATI,ATI Inc.,Metal Fabrication,4843796950
ATIF,ATIF Holdings Limited,Capital Markets,10687432
ATIP,"ATI Physical Therapy, Inc.",Medical Care Facilities,30829027
ATKR,Atkore Inc.,Electrical Equipment & Parts,4757861482
ATLC,Atlanticus Holdings Corporation,Credit Services,418068967
ATLO,Ames National Corporation,Banks - Regional,153226577
ATLX,Atlas Lithium Corporation,Other Precious Metals & Mining,234139716
ATMC,AlphaTime Acquisition Corp,Shell Companies,96575598
ATMU,Atmus Filtration Technologies Inc.,Pollution & Treatment Controls,1597651804
ATMV,AlphaVest Acquisition Corp,Shell Companies,97680520
ATNF,180 Life Sciences Corp.,Biotechnology,2600868
ATNI,"ATN International, Inc.",Telecom Services,460721154
ATNM,"Actinium Pharmaceuticals, Inc.",Biotechnology,150376632
ATO,Atmos Energy Corporation,Utilities - Regulated Gas,15802295280
ATOM,Atomera Incorporated,Semiconductor Equipment & Materials,166193098
ATOS,"Atossa Therapeutics, Inc.",Biotechnology,82238233
ATPC,Agape ATP Corporation,Packaged Foods,60824502
ATR,"AptarGroup, Inc.",Medical Instruments & Supplies,8018884507
ATRA,"Atara Biotherapeutics, Inc.",Biotechnology,130421580
ATRC,"AtriCure, Inc.",Medical Instruments & Supplies,1587168648
ATRI,Atrion Corporation,Medical Instruments & Supplies,587969451
ATRO,Astronics Corporation,Aerospace & Defense,489107384
ATS,ATS Corporation,Specialty Industrial Machinery,3424554752
ATSG,"Air Transport Services Group, Inc.",Airlines,1362860712
ATUS,"Altice USA, Inc.",Telecom Services,1245957518
ATXG,Addentax Group Corp.,Integrated Freight & Logistics,6055922
ATXI,"Avenue Therapeutics, Inc.",Biotechnology,3147338
ATXS,"Astria Therapeutics, Inc.",Biotechnology,172762296
AU,AngloGold Ashanti Limited,Gold,7894256040
AUB,Atlantic Union Bankshares Corporation,Banks - Regional,2161416537
AUBN,"Auburn National Bancorporation, Inc.",Banks - Regional,72221930
AUDC,AudioCodes Ltd.,Communication Equipment,233049103
AUGX,"Augmedix, Inc.",Health Information Services,181519505
AUID,authID Inc.,Software - Infrastructure,48273505
AULT,"Ault Alliance, Inc.",Aerospace & Defense,4734866
AUMN,Golden Minerals Company,Other Precious Metals & Mining,8230320
AUPH,Aurinia Pharmaceuticals Inc.,Biotechnology,1054151700
AUR,"Aurora Innovation, Inc.",Information Technology Services,2480066883
AURA,"Aura Biosciences, Inc.",Biotechnology,285332337
AUST,Austin Gold Corp.,Gold,9554369
AUTL,Autolus Therapeutics plc,Biotechnology,472412298
AUUD,Auddia Inc.,Software - Application,4196891
AUVI,"Applied UV, Inc.","Furnishings, Fixtures & Appliances",2494886
AVA,Avista Corporation,Utilities - Diversified,2463343098
AVAH,Aveanna Healthcare Holdings Inc.,Medical Care Facilities,264690739
AVAL,Grupo Aval Acciones y Valores S.A.,Banks - Regional,2706610836
AVAV,"AeroVironment, Inc.",Aerospace & Defense,2972392624
AVB,"AvalonBay Communities, Inc.",REIT - Residential,23098577100
AVD,American Vanguard Corporation,Agricultural Inputs,273341010
AVDL,Avadel Pharmaceuticals plc,Drug Manufacturers - Specialty & Generic,892339480
AVDX,"AvidXchange Holdings, Inc.",Software - Infrastructure,1724313978
AVGO,Broadcom Inc.,Semiconductors,347213325480
AVGR,"Avinger, Inc.",Medical Instruments & Supplies,5453074
AVHI,Achari Ventures Holdings Corp. I,Shell Companies,33517258
AVID,"Avid Technology, Inc.",Electronic Gaming & Multimedia,1189125900
AVIR,"Atea Pharmaceuticals, Inc.",Biotechnology,258538140
AVNS,"Avanos Medical, Inc.",Medical Devices,835743807
AVNT,Avient Corporation,Specialty Chemicals,2871774597
AVNW,"Aviat Networks, Inc.",Communication Equipment,306701318
AVO,"Mission Produce, Inc.",Food Distribution,667569465
AVPT,"AvePoint, Inc.",Software - Infrastructure,1344135500
AVRO,"AVROBIO, Inc.",Biotechnology,67686664
AVT,"Avnet, Inc.",Electronics & Computer Distribution,4190532357
AVTA,"Avantax, Inc.",Asset Management,949358269
AVTE,"Aerovate Therapeutics, Inc.",Biotechnology,275939016
AVTR,"Avantor, Inc.",Specialty Chemicals,11591993974
AVTX,"Avalo Therapeutics, Inc.",Biotechnology,17853050
AVXL,Anavex Life Sciences Corp.,Biotechnology,444607328
AVY,Avery Dennison Corporation,Business Equipment & Supplies,13911008764
AWH,Aspira Women's Health Inc.,Diagnostics & Research,46606231
AWI,"Armstrong World Industries, Inc.",Building Products & Equipment,3311755288
AWIN,AERWINS Technologies Inc.,Scientific & Technical Instruments,7736078
AWK,"American Water Works Company, Inc.",Utilities - Regulated Water,22719818056
AWR,American States Water Company,Utilities - Regulated Water,2870139216
AWRE,"Aware, Inc.",Software - Application,23376933
AWX,Avalon Holdings Corporation,Waste Management,7525898
AX,"Axos Financial, Inc.",Banks - Regional,2078647120
AXDX,"Accelerate Diagnostics, Inc.",Medical Devices,85130400
AXGN,"AxoGen, Inc.",Medical Devices,162478008
AXL,"American Axle & Manufacturing Holdings, Inc.",Auto Parts,781947440
AXLA,Axcella Health Inc.,Biotechnology,16359791
AXNX,"Axonics, Inc.",Medical Devices,2497809600
AXON,"Axon Enterprise, Inc.",Aerospace & Defense,15081334800
AXP,American Express Company,Credit Services,104407437128
AXR,AMREP Corporation,Real Estate - Development,88030877
AXS,AXIS Capital Holdings Limited,Insurance - Property & Casualty,4791988076
AXSM,"Axsome Therapeutics, Inc.",Biotechnology,2832875730
AXTA,Axalta Coating Systems Ltd.,Specialty Chemicals,5728779680
AXTI,"AXT, Inc.",Semiconductor Equipment & Materials,88623507
AY,Atlantica Sustainable Infrastructure plc,Utilities - Renewable,2111661540
AYI,"Acuity Brands, Inc.",Electrical Equipment & Parts,4967077776
AYRO,"Ayro, Inc.",Auto Manufacturers,7310684
AYTU,"Aytu BioPharma, Inc.",Drug Manufacturers - Specialty & Generic,14765180
AYX,"Alteryx, Inc.",Software - Application,2250920992
AZ,A2Z Smart Technologies Corp.,Aerospace & Defense,60826052
AZEK,The AZEK Company Inc.,Building Products & Equipment,3838552000
AZN,AstraZeneca PLC,Drug Manufacturers - General,195102044421
AZO,"AutoZone, Inc.",Specialty Retail,43672692980
AZPN,"Aspen Technology, Inc.",Software - Application,11400996348
AZTA,"Azenta, Inc.",Medical Instruments & Supplies,2605763900
AZTR,Azitra Inc,Biotechnology,19961040
AZUL,Azul S.A.,Airlines,897411907
AZZ,AZZ Inc.,Metal Fabrication,1182375835
B,Barnes Group Inc.,Specialty Industrial Machinery,1003927461
BA,The Boeing Company,Aerospace & Defense,110317560326
BABA,Alibaba Group Holding Limited,Internet Retail,211739281219
BAC,Bank of America Corporation,Banks - Diversified,203551111823
BACA,Berenson Acquisition Corp. I,Shell Companies,81812591
BACK,"IMAC Holdings, Inc.",Medical Care Facilities,1936000
BAER,"Bridger Aerospace Group Holdings, Inc.",Security & Protection Services,230153266
BAFN,BayFirst Financial Corp.,Banks - Regional,41038300
BAH,Booz Allen Hamilton Holding Corporation,Consulting Services,15444727980
BAK,Braskem S.A.,Chemicals,2633979240
BALL,Ball Corporation,Packaging & Containers,15094477073
BALY,Bally's Corporation,Resorts & Casinos,409294821
BAM,Brookfield Asset Management Inc.,Asset Management,11393011463
BANC,"Banc of California, Inc.",Banks - Regional,620284599
BAND,Bandwidth Inc.,Software - Infrastructure,253645459
BANF,BancFirst Corporation,Banks - Regional,2668279470
BANL,CBL International Limited,Oil & Gas Midstream,26497500
BANR,Banner Corporation,Banks - Regional,1448366603
BANX,ArrowMark Financial Corp.,Asset Management,119419440
BAOS,Baosheng Media Group Holdings Limited,Advertising Agencies,6352789
BAP,Credicorp Ltd.,Banks - Regional,9953554950
BARK,"BARK, Inc.",Specialty Retail,186035200
BASE,"Couchbase, Inc.",Software - Infrastructure,717886125
BATL,Battalion Oil Corporation,Oil & Gas E&P,100385260
BATRA,Atlanta Braves Holdings Inc,Entertainment,2208419768
BATRK,Atlanta Braves Holdings Inc,Entertainment,2206774401
BAX,Baxter International Inc.,Medical Instruments & Supplies,16225215944
BB,BlackBerry Limited,Software - Infrastructure,2118860156
BBAI,"BigBear.ai Holdings, Inc.",Information Technology Services,190108950
BBAR,BBVA Argentina,Banks - Regional,2077693976
BBCP,"Concrete Pumping Holdings, Inc.",Engineering & Construction,379685318
BBD,Banco Bradesco S.A.,Banks - Regional,29965036646
BBDC,"Barings BDC, Inc.",Credit Services,936275640
BBDO,Banco Bradesco S.A.,Banks - Regional,29488127378
BBGI,"Beasley Broadcast Group, Inc.",Broadcasting,23179819
BBIO,"BridgeBio Pharma, Inc.",Biotechnology,4144660720
BBLG,Bone Biologics Corporation,Medical Devices,1661227
BBSI,"Barrett Business Services, Inc.",Staffing & Employment Services,599207146
BBU,Brookfield Business Partners L.P.,Conglomerates,976686788
BBUC,Brookfield Business Corporation,Asset Management,1082650657
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",Banks - Diversified,46949487334
BBW,"Build-A-Bear Workshop, Inc.",Specialty Retail,357622676
BBWI,"Bath & Body Works, Inc.",Specialty Retail,6634977347
BBY,"Best Buy Co., Inc.",Specialty Retail,14035474620
BC,Brunswick Corporation,Recreational Vehicles,4736846732
BCAB,"BioAtla, Inc.",Biotechnology,70270851
BCAL,Southern California Bancorp,Banks - Regional,247265424
BCAN,BYND Cannasoft Enterprises Inc.,Software - Infrastructure,31675316
BCBP,"BCB Bancorp, Inc.",Banks - Regional,172018080
BCC,Boise Cascade Company,Building Materials,3719857608
BCDA,"BioCardia, Inc.",Biotechnology,8226182
BCE,BCE Inc.,Telecom Services,34010170604
BCEL,"Atreca, Inc.",Biotechnology,8723645
BCH,Banco de Chile,Banks - Regional,10091598140
BCLI,Brainstorm Cell Therapeutics Inc.,Biotechnology,6711856
BCML,BayCom Corp,Banks - Regional,234220140
BCO,The Brink's Company,Security & Protection Services,3097098473
BCOV,Brightcove Inc.,Software - Application,129319892
BCOW,"1895 Bancorp of Wisconsin, Inc.",Banks - Regional,37115132
BCPC,Balchem Corporation,Specialty Chemicals,3726276084
BCRX,"BioCryst Pharmaceuticals, Inc.",Biotechnology,1040322060
BCS,Barclays PLC,Banks - Diversified,24193577503
BCSA,Blockchain Coinvestors Acquisition Corp. I,Shell Companies,161458123
BCSF,"Bain Capital Specialty Finance, Inc.",Asset Management,974245107
BCTX,BriaCell Therapeutics Corp.,Biotechnology,63926800
BCYC,Bicycle Therapeutics plc,Biotechnology,544847632
BDC,Belden Inc.,Communication Equipment,2995064732
BDL,"Flanigan's Enterprises, Inc.",Restaurants,52618382
BDN,Brandywine Realty Trust,REIT - Office,650530440
BDRX,Biodexa Pharmaceticals,Biotechnology,2515643
BDSX,"Biodesix, Inc.",Diagnostics & Research,116348862
BDTX,"Black Diamond Therapeutics, Inc.",Biotechnology,93351293
BDX,"Becton, Dickinson and Company",Medical Instruments & Supplies,72843466801
BE,Bloom Energy Corporation,Electrical Equipment & Parts,2397735250
BEAM,Beam Therapeutics Inc.,Biotechnology,1513502521
BEAT,"HeartBeam, Inc.",Health Information Services,29732447
BECN,"Beacon Roofing Supply, Inc.",Building Products & Equipment,4429353240
BEDU,Bright Scholar Education Holdings Limited,Education & Training Services,31509772
BEEM,Beam Global,Solar,77318720
BEEP,Mobile Infrastructure Corporation,Infrastructure Operations,56468191
BEKE,KE Holdings Inc.,Real Estate Services,19126800000
BELFA,Bel Fuse Inc.,Electronic Components,672965000
BELFB,Bel Fuse Inc.,Electronic Components,672637719
BEN,"Franklin Resources, Inc.",Asset Management,11231994420
BENF,Beneficient,Asset Management,163958464
BEP,Brookfield Renewable Partners L.P.,Utilities - Renewable,14466636760
BEPC,Brookfield Renewable Corporation,Utilities - Renewable,4346660258
BERY,"Berry Global Group, Inc.",Packaging & Containers,6499043000
BEST,BEST Inc.,Trucking,48111588
BETR,Better Home & Finance Holding Company,Mortgage Finance,353008196
BETS,Bit Brother Ltd,Restaurants,6262860
BF.A,Brown-Forman Corporation,Beverages - Wineries & Distilleries,26801169667
BF.B,Brown-Forman Corporation,Beverages - Wineries & Distilleries,26675371292
BFAC,Battery Future Acquisition Corp.,Shell Companies,217370676
BFAM,Bright Horizons Family Solutions Inc.,Personal Services,4282868400
BFC,Bank First Corporation,Banks - Regional,828906222
BFH,"Bread Financial Holdings, Inc.",Credit Services,1363082074
BFI,"BurgerFi International, Inc.",Restaurants,26063097
BFIN,BankFinancial Corporation,Banks - Regional,107482265
BFLY,"Butterfly Network, Inc.",Medical Devices,167476852
BFRG,"Bullfrog AI Holdings, Inc.",Health Information Services,17186885
BFRI,Biofrontera Inc.,Drug Manufacturers - Specialty & Generic,5196994
BFS,"Saul Centers, Inc.",REIT - Retail,1113899884
BFST,"Business First Bancshares, Inc.",Banks - Regional,494465342
BG,Bunge Limited,Farm Products,16037347320
BGC,"BGC Group, Inc",Capital Markets,2824786588
BGFV,Big 5 Sporting Goods Corporation,Specialty Retail,158735640
BGI,Birks Group Inc.,Luxury Goods,73478960
BGNE,"BeiGene, Ltd.",Biotechnology,19755840870
BGS,"B&G Foods, Inc.",Packaged Foods,598574448
BGSF,"BGSF, Inc.",Staffing & Employment Services,101698232
BGXX,Bright Green Corporation,Drug Manufacturers - Specialty & Generic,66739841
BH,Biglari Holdings Inc.,Restaurants,453179146
BH.A,Biglari Holdings Inc.,Restaurants,437518116
BHAC,Crixus BH3 Acquisition Company,Shell Companies,84006342
BHAT,Blue Hat Interactive Entertainment Technology,Electronic Gaming & Multimedia,55098037
BHB,Bar Harbor Bankshares,Banks - Regional,375568158
BHC,Bausch Health Companies Inc.,Drug Manufacturers - Specialty & Generic,2437394567
BHE,"Benchmark Electronics, Inc.",Electronic Components,860018166
BHF,"Brighthouse Financial, Inc.",Insurance - Life,2946952976
BHG,"Bright Health Group, Inc.",Healthcare Plans,58515141
BHIL,"Benson Hill, Inc.",Agricultural Inputs,31674440
BHLB,"Berkshire Hills Bancorp, Inc.",Banks - Regional,858911200
BHM,"Bluerock Homes Trust, Inc.",REIT - Residential,52034015
BHP,BHP Group Limited,Other Industrial Metals & Mining,145728106317
BHR,Braemar Hotels & Resorts Inc.,REIT - Hotel & Motel,228487222
BHRB,Burke & Herbert Bank & Trust Company,Banks - Regional,334440524
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Biotechnology,2212707216
BIAF,"bioAffinity Technologies, Inc.",Diagnostics & Research,11033354
BIDU,"Baidu, Inc.",Internet Content & Information,37116712641
BIG,"Big Lots, Inc.",Discount Stores,129624024
BIGC,"BigCommerce Holdings, Inc.",Software - Application,659064589
BIIB,Biogen Inc.,Drug Manufacturers - General,34353465728
BILI,Bilibili Inc.,Electronic Gaming & Multimedia,5712466569
BILL,BILL Holdings Inc,Software - Application,9563624260
BIMI,BIMI International Medical Inc.,Pharmaceutical Retailers,6489474
BIO,"Bio-Rad Laboratories, Inc.",Medical Devices,7833871945
BIOL,"BIOLASE, Inc.",Medical Devices,1774375
BIOR,"Biora Therapeutics, Inc.",Biotechnology,47356043
BIOX,Bioceres Crop Solutions Corp.,Agricultural Inputs,694802472
BIP,Brookfield Infrastructure Partners L.P.,Utilities - Diversified,10184183578
BIPC,Brookfield Infrastructure Corporation,Utilities - Regulated Gas,3434708000
BIRD,"Allbirds, Inc.",Apparel Retail,126479237
BIRK,Birkenstock Holding Limited,Footwear & Accessories,7238798316
BITE,Bite Acquisition Corp.,Shell Companies,88674254
BITF,Bitfarms Ltd.,Capital Markets,300989537
BIVI,BioVie Inc.,Biotechnology,142430706
BJ,"BJ's Wholesale Club Holdings, Inc.",Discount Stores,9194075000
BJDX,"Bluejay Diagnostics, Inc.",Medical Devices,4337690
BJRI,"BJ's Restaurants, Inc.",Restaurants,601821243
BK,The Bank of New York Mellon Corporation,Asset Management,32973630557
BKCC,BlackRock Capital Investment Corporation,Asset Management,235858688
BKD,Brookdale Senior Living Inc.,Medical Care Facilities,720940081
BKE,"The Buckle, Inc.",Apparel Retail,1678335093
BKH,Black Hills Corporation,Utilities - Diversified,3216828816
BKKT,"Bakkt Holdings, Inc.",Software - Infrastructure,89820325
BKNG,Booking Holdings Inc.,Travel Services,99518776650
BKR,Baker Hughes Company,Oil & Gas Equipment & Services,35297363441
BKSY,BlackSky Technology Inc.,Scientific & Technical Instruments,167580560
